Traffic_Level,ID,Weather,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,temperature,humidity,precipitation,Distance (km),Delivery Time (m)
Very High,5997,mist,Snack,motorcycle,27,4.7,26.52,87.0,0.0,18.88,62.9
Very High,6E6F,clear sky,Drinks,scooter,23,5.0,19.95,46.0,0.0,20.5,6.151.666.667
Very High,8BB9,mist,Drinks,scooter,23,4.5,19.5,93.0,0.0,30.56,9.046.666.667
Very High,8445,broken clouds,Drinks,motorcycle,30,4.9,21.42,64.0,0.0,17.81,5.803.333.333
Very High,74F,scattered clouds,Drinks,motorcycle,29,4.6,26.45,87.0,0.0,20.12,8.021.666.667
Very High,D7FA,clear sky,Meal,motorcycle,35,4.9,21.37,53.0,0.0,22.5,4.891.666.667
Very High,6A7B,smoke,Meal,scooter,32,5.0,27.05,44.0,0.0,32.41,7.576.666.667
Very High,A472,clear sky,Meal,scooter,35,4.5,19.48,46.0,0.0,26.82,5.991.666.667
Very High,8DCD,scattered clouds,Snack,motorcycle,34,4.5,26.44,87.0,0.0,14.83,6.383.333.333
Very High,2.00E+15,clear sky,Buffet,motorcycle,32,4.1,17.84,68.0,0.0,22.24,5.053.333.333
Very High,B76E,clear sky,Buffet,motorcycle,25,5.0,17.85,68.0,0.0,17.05,4.963.333.333
Very High,44BC,clear sky,Snack,motorcycle,33,4.9,19.05,65.0,0.0,29.62,7.198.333.333
Very High,A66,scattered clouds,Buffet,motorcycle,29,4.5,26.48,87.0,0.0,30.52,97.8
Very High,5AE0,broken clouds,Drinks,electric_scooter,34,4.5,21.12,65.0,0.0,21.45,6.518.333.333
Very High,8229,mist,Drinks,scooter,26,4.9,19.64,93.0,0.0,18.46,6.513.333.333
Very High,1F3C,mist,Snack,motorcycle,22,5.0,19.18,93.0,0.0,24.75,72.75
Very High,69A2,clear sky,Meal,scooter,29,4.7,19.81,47.0,0.0,31.21,69.55
Very High,8FB2,few clouds,Meal,motorcycle,29,4.0,18.91,65.0,0.0,22.1,5.288.333.333
Very High,1F79,smoke,Buffet,motorcycle,22,4.9,26.96,44.0,0.0,24.89,5.438.333.333
Very High,BA88,broken clouds,Meal,scooter,37,5.0,26.48,87.0,0.0,18.22,63.7
Very High,1A29,smoke,Buffet,motorcycle,27,4.4,26.56,44.0,0.0,18.96,62.05
Very High,29FB,mist,Drinks,motorcycle,35,4.6,19.77,93.0,0.0,22.99,7.541.666.667
Very High,4DC2,clear sky,Snack,electric_scooter,28,4.8,19.91,47.0,0.0,29.9,65.15
Very High,CCB2,clear sky,Snack,scooter,37,3.6,18.72,58.0,0.0,19.6,5.161.666.667
Very High,C3ED,clear sky,Buffet,motorcycle,23,4.7,21.72,56.0,0.0,27.86,50.35
Very High,B1A5,fog,Buffet,scooter,23,5.0,19.19,93.0,0.0,25.08,6.013.333.333
Very High,690E,mist,Meal,motorcycle,25,4.7,25.27,73.0,0.0,32.94,56.25
Very High,C379,clear sky,Snack,scooter,29,4.6,11.78,78.0,0.0,17.71,5.633.333.333
Very High,DD9F,clear sky,Drinks,motorcycle,25,4.6,8.21,80.0,0.0,32.95,9.238.333.333
Very High,C230,clear sky,Snack,motorcycle,29,4.6,21.72,56.0,0.0,27.86,5.226.666.667
Very High,4.60E+08,broken clouds,Buffet,scooter,28,4.1,26.42,87.0,0.0,19.7,72.15
Very High,A0E6,overcast clouds,Snack,scooter,27,4.2,21.38,64.0,0.0,17.8,54.1
Very High,5064,mist,Buffet,motorcycle,21,4.2,19.59,92.0,0.0,13.11,5.408.333.333
Very High,D8AF,clear sky,Drinks,electric_scooter,22,4.7,21.7,56.0,0.0,32.63,58.85
Very High,2AA7,broken clouds,Drinks,scooter,21,4.6,26.4,88.0,0.0,25.66,9.921.666.667
Very High,3.00E+82,clear sky,Drinks,motorcycle,23,5.0,19.24,64.0,0.0,27.63,64.2
Very High,323A,few clouds,Drinks,motorcycle,34,4.5,18.86,65.0,0.0,21.93,63.35
Very High,C452,mist,Drinks,scooter,36,4.4,23.9,88.0,0.0,18.67,5.883.333.333
Very High,791A,fog,Drinks,motorcycle,37,4.6,19.03,93.0,0.0,24.1,6.306.666.667
Very High,4585,mist,Drinks,motorcycle,28,4.7,25.08,73.0,0.0,27.37,6.638.333.333
Very High,DF6C,clear sky,Meal,motorcycle,36,5.0,18.57,58.0,0.0,27.39,8.476.666.667
Very High,C297,mist,Snack,motorcycle,30,3.7,16.89,82.0,0.0,26.62,6.146.666.667
Very High,5D92,clear sky,Buffet,motorcycle,24,4.7,19.32,65.0,0.0,19.4,5.308.333.333
Very High,B5DB,mist,Snack,motorcycle,33,4.1,19.89,93.0,0.0,21.02,7.296.666.667
Very High,907,clear sky,Meal,motorcycle,23,4.8,17.85,68.0,0.0,16.38,46.5
Very High,D8DC,mist,Snack,motorcycle,28,4.5,16.61,82.0,0.0,27.54,73.5
Very High,A989,broken clouds,Buffet,motorcycle,21,4.3,21.08,67.0,0.0,26.27,5.986.666.667
Very High,2213,mist,Drinks,scooter,23,4.6,25.15,73.0,0.0,24.77,6.338.333.333
Very High,C51,clear sky,Buffet,scooter,21,4.7,17.06,54.0,0.0,28.41,5.126.666.667
Very High,401,mist,Snack,scooter,29,4.6,19.3,93.0,0.0,16.19,6.281.666.667
Very High,C980,haze,Drinks,scooter,24,4.7,23.03,83.0,0.0,22.5,6.763.333.333
Very High,91CF,mist,Drinks,motorcycle,37,4.7,19.64,93.0,0.0,19.08,66.7
Very High,50CB,clear sky,Snack,motorcycle,39,4.3,17.6,69.0,0.0,21.4,55.1
Very High,109A,mist,Meal,motorcycle,29,4.7,26.44,88.0,0.0,16.06,6.391.666.667
Very High,B7ED,haze,Meal,motorcycle,25,5.0,19.97,68.0,0.0,17.0,4.948.333.333
Very High,5EFA,clear sky,Drinks,scooter,39,3.8,26.89,47.0,0.0,33.8,8.486.666.667
Very High,CC1B,clear sky,Snack,motorcycle,26,4.6,21.42,52.0,0.0,34.06,50.85
Very High,A644,clear sky,Snack,motorcycle,20,4.7,19.07,47.0,0.0,35.87,7.233.333.333
Very High,D71B,haze,Buffet,motorcycle,34,4.4,22.98,83.0,0.0,20.89,5.283.333.333
Very High,34A6,scattered clouds,Meal,motorcycle,35,4.8,26.44,87.0,0.0,18.15,6.581.666.667
Very High,5176,haze,Drinks,motorcycle,21,4.6,19.01,68.0,0.0,17.48,6.256.666.667
Very High,292B,fog,Meal,motorcycle,22,4.9,19.03,93.0,0.0,24.1,5.346.666.667
Very High,1EDB,scattered clouds,Buffet,motorcycle,28,4.8,26.46,87.0,0.0,30.25,1.002.833.333
Very High,B429,scattered clouds,Meal,motorcycle,24,4.8,26.48,87.0,0.0,30.52,9.818.333.333
Very High,A6F9,clear sky,Snack,scooter,30,3.8,19.47,65.0,0.0,29.28,6.128.333.333
Very High,4D6C,mist,Meal,scooter,38,4.5,26.44,88.0,0.0,16.06,63.9
Very High,6.00E+83,clear sky,Snack,scooter,29,4.6,19.9,46.0,0.0,19.95,5.561.666.667
Very High,3EBD,clear sky,Meal,motorcycle,35,4.6,19.96,47.0,0.0,23.51,61.15
Very High,9EEC,mist,Drinks,motorcycle,32,5.0,19.64,92.0,0.0,13.18,6.143.333.333
Very High,B35B,broken clouds,Snack,motorcycle,24,4.6,21.2,65.0,0.0,18.31,5.353.333.333
Very High,1C33,clear sky,Drinks,motorcycle,30,5.0,22.83,43.0,0.0,24.01,5.751.666.667
Very High,95CD,clear sky,Buffet,scooter,36,4.6,27.04,48.0,0.0,33.46,7.336.666.667
Very High,84C2,scattered clouds,Drinks,scooter,36,4.7,26.39,87.0,0.0,20.59,7.961.666.667
Very High,A027,mist,Meal,motorcycle,20,4.6,26.47,88.0,0.0,18.89,7.498.333.333
Very High,AB3B,broken clouds,Meal,motorcycle,28,4.7,26.42,87.0,0.0,15.96,6.281.666.667
Very High,C48F,clear sky,Meal,scooter,29,4.6,21.86,54.0,0.0,24.61,5.631.666.667
Very High,E1D8,clear sky,Buffet,scooter,20,5.0,19.97,56.0,0.0,32.81,6.356.666.667
Very High,85E,mist,Buffet,scooter,29,4.6,19.91,93.0,0.0,27.25,77.95
Very High,9CC7,clear sky,Snack,scooter,25,4.9,19.9,46.0,0.0,19.95,5.578.333.333
Very High,9B9E,clear sky,Snack,scooter,38,4.5,19.07,47.0,0.0,35.87,7.233.333.333
Very High,9DC9,clear sky,Meal,scooter,30,4.8,19.56,46.0,0.0,19.62,5.181.666.667
Very High,8E5C,mist,Meal,scooter,31,4.6,19.42,93.0,0.0,23.56,5.241.666.667
Very High,B112,clear sky,Drinks,motorcycle,29,4.6,26.97,50.0,0.0,18.37,6.073.333.333
Very High,9331,clear sky,Snack,scooter,25,4.6,17.58,69.0,0.0,17.33,55.5
Very High,D9F3,clear sky,Snack,scooter,37,4.8,18.82,56.0,0.0,17.55,55.3
Very High,63B5,clear sky,Drinks,motorcycle,34,4.8,17.29,53.0,0.0,27.38,5.538.333.333
Very High,AD18,broken clouds,Drinks,motorcycle,23,4.7,17.74,82.0,0.0,26.05,5.663.333.333
Very High,8FC3,clear sky,Drinks,motorcycle,23,4.7,20.0,46.0,0.0,24.64,67
Very High,C5DD,mist,Snack,motorcycle,22,4.4,17.0,82.0,0.0,28.36,7.551.666.667
Very High,AADD,broken clouds,Drinks,scooter,33,4.5,21.14,65.0,0.0,23.14,65.15
Very High,2604,clear sky,Snack,motorcycle,20,4.6,17.29,53.0,0.0,26.95,5.026.666.667
Very High,CF16,clear sky,Meal,motorcycle,32,4.8,21.74,56.0,0.0,19.1,46.65
Very High,75BA,clear sky,Drinks,motorcycle,29,4.8,22.97,43.0,0.0,20.14,5.698.333.333
Very High,D644,mist,Drinks,scooter,34,4.8,23.89,88.0,0.0,24.21,6.376.666.667
Very High,4181,broken clouds,Snack,motorcycle,39,4.6,21.19,65.0,0.0,21.71,54.8
Very High,7B07,smoke,Snack,electric_scooter,38,4.1,26.26,44.0,0.0,18.18,6.221.666.667
Very High,35EC,clear sky,Buffet,motorcycle,35,4.1,27.05,49.0,0.0,23.45,48
Very High,7B2D,clear sky,Drinks,motorcycle,22,5.0,17.31,53.0,0.0,27.88,57.85
Very High,C885,mist,Buffet,motorcycle,31,4.3,17.23,82.0,0.0,31.41,55.6
Very High,72D,clear sky,Drinks,motorcycle,29,4.6,24.74,49.0,0.0,28.63,6.438.333.333
Very High,7B13,broken clouds,Buffet,scooter,32,4.6,21.2,65.0,0.0,18.31,5.133.333.333
Very High,E1A5,clear sky,Buffet,motorcycle,31,4.5,8.97,81.0,0.0,33.83,8.716.666.667
Very High,DB73,clear sky,Snack,motorcycle,39,4.0,13.45,78.0,0.0,15.13,5.156.666.667
Very High,8271,mist,Snack,motorcycle,32,4.0,19.56,93.0,0.0,17.99,5.843.333.333
Very High,2F86,mist,Snack,scooter,20,4.9,25.14,73.0,0.0,25.78,63.5
Very High,7B96,mist,Snack,motorcycle,28,4.8,19.36,93.0,0.0,20.9,6.066.666.667
Very High,3638,clear sky,Meal,motorcycle,22,4.6,19.95,46.0,0.0,20.5,52.5
Very High,3.90E+02,mist,Meal,motorcycle,21,4.9,25.12,73.0,0.0,20.21,4.916.666.667
Very High,17CC,clear sky,Meal,electric_scooter,23,4.7,19.81,47.0,0.0,31.21,69.4
Very High,A378,overcast clouds,Snack,motorcycle,21,5.0,21.38,64.0,0.0,17.8,54.15
Very High,D12,clear sky,Meal,motorcycle,36,4.3,18.78,65.0,0.0,29.35,6.683.333.333
Very High,1458,smoke,Drinks,motorcycle,29,4.7,26.75,44.0,0.0,16.91,6.741.666.667
Very High,5D6B,clear sky,Drinks,scooter,37,4.8,19.53,65.0,0.0,28.93,6.458.333.333
Very High,1604,broken clouds,Drinks,motorcycle,31,4.4,21.42,64.0,0.0,17.81,59.5
Very High,C796,clear sky,Snack,motorcycle,32,5.0,13.42,78.0,0.0,16.21,52.65
Very High,AC1F,clear sky,Drinks,motorcycle,29,4.6,22.85,43.0,0.0,25.39,58.55
Very High,220A,scattered clouds,Buffet,scooter,33,4.0,26.43,87.0,0.0,16.3,63.7
Very High,979A,clear sky,Snack,scooter,35,3.7,26.89,47.0,0.0,33.8,80.25
Very High,2210,clear sky,Snack,motorcycle,37,4.4,17.85,67.0,0.0,22.26,5.921.666.667
Very High,BCA4,mist,Snack,electric_scooter,20,5.0,25.02,73.0,0.0,24.44,5.923.333.333
Very High,DCB6,few clouds,Meal,scooter,21,5.0,24.88,61.0,0.0,21.44,55.65
Very High,A29A,broken clouds,Buffet,motorcycle,33,4.6,21.03,65.0,0.0,31.11,6.638.333.333
Very High,5C0B,mist,Meal,motorcycle,39,4.8,19.77,93.0,0.0,22.26,6.441.666.667
Very High,26FC,smoke,Drinks,motorcycle,32,4.6,26.52,44.0,0.0,16.71,67.85
Very High,6D71,clear sky,Drinks,motorcycle,37,4.8,19.9,46.0,0.0,25.96,66.3
Very High,135A,clear sky,Drinks,motorcycle,29,4.5,19.99,47.0,0.0,26.03,73.15
Very High,2DAF,broken clouds,Snack,scooter,20,2.5,21.08,65.0,0.0,31.62,83.5
Very High,7412,scattered clouds,Meal,motorcycle,27,4.5,26.4,92.0,0.0,27.57,8.216.666.667
Very High,80BC,clear sky,Snack,scooter,24,4.6,17.6,69.0,0.0,21.4,5.601.666.667
Very High,2B59,mist,Drinks,motorcycle,32,4.6,26.49,87.0,0.0,18.61,75.1
Very High,4BE4,clear sky,Drinks,motorcycle,26,4.9,17.29,53.0,0.0,27.38,55.7
Very High,B4AC,clear sky,Meal,electric_scooter,37,4.6,17.31,53.0,0.0,29.59,47.9
Very High,C89C,clear sky,Meal,motorcycle,35,4.6,18.25,58.0,0.0,22.56,4.636.666.667
Very High,306B,smoke,Snack,motorcycle,25,4.6,25.76,44.0,0.0,19.35,6.606.666.667
Very High,7784,broken clouds,Buffet,motorcycle,33,4.9,21.29,64.0,0.0,17.95,50.1
Very High,8985,mist,Meal,scooter,26,4.5,26.51,87.0,0.0,20.0,6.511.666.667
Very High,B2B1,smoke,Drinks,scooter,25,4.8,26.71,44.0,0.0,21.86,67.5
Very High,674A,broken clouds,Snack,motorcycle,29,4.9,26.4,74.0,0.0,28.57,81.25
Very High,B7A8,broken clouds,Meal,motorcycle,26,4.1,26.48,87.0,0.0,16.91,5.901.666.667
Very High,758E,clear sky,Snack,motorcycle,22,4.7,17.06,54.0,0.0,28.87,5.051.666.667
Very High,596C,scattered clouds,Drinks,scooter,24,4.8,26.34,87.0,0.0,25.0,6.518.333.333
Very High,CE3D,clear sky,Snack,scooter,27,4.8,19.99,56.0,0.0,31.32,70.15
Very High,B477,clear sky,Buffet,motorcycle,25,4.6,19.53,47.0,0.0,31.54,6.816.666.667
Very High,A6AB,smoke,Snack,motorcycle,24,4.6,26.63,44.0,0.0,20.0,6.813.333.333
Very High,E247,clear sky,Drinks,scooter,23,2.6,18.72,57.0,0.0,26.02,6.388.333.333
Very High,BEC 3.00,clear sky,Snack,motorcycle,35,4.9,26.99,48.0,0.0,25.98,5.853.333.333
Very High,12AD,clear sky,Drinks,motorcycle,32,4.0,19.91,47.0,0.0,28.89,66.85
Very High,1A4F,clear sky,Drinks,motorcycle,26,4.0,19.91,47.0,0.0,28.89,66.95
Very High,E161,clear sky,Buffet,motorcycle,27,4.8,21.66,56.0,0.0,21.31,5.313.333.333
Very High,6D02,overcast clouds,Drinks,motorcycle,20,4.6,21.18,64.0,0.0,21.88,6.673.333.333
Very High,C3AB,clear sky,Buffet,motorcycle,30,4.9,21.37,53.0,0.0,22.5,5.141.666.667
Very High,701A,smoke,Meal,scooter,30,4.7,26.26,44.0,0.0,18.18,5.798.333.333
Very High,906E,haze,Drinks,motorcycle,38,4.5,18.74,64.0,0.0,21.01,6.841.666.667
Very High,1AFE,clear sky,Meal,scooter,25,4.9,19.22,65.0,0.0,26.52,62.9
Very High,AB19,clear sky,Buffet,motorcycle,39,4.0,19.47,65.0,0.0,25.36,5.041.666.667
Very High,9FA7,haze,Drinks,scooter,37,4.8,19.01,68.0,0.0,17.48,6.053.333.333
Very High,47CD,smoke,Buffet,scooter,24,4.7,26.73,44.0,0.0,15.4,5.496.666.667
Very High,5C06,mist,Meal,scooter,22,3.1,19.18,93.0,0.0,25.17,7.028.333.333
Very High,BE50,clear sky,Drinks,motorcycle,31,4.5,27.04,48.0,0.0,33.46,8.296.666.667
Very High,5F25,clear sky,Drinks,scooter,26,4.3,17.3,53.0,0.0,26.88,5.856.666.667
Very High,78C2,clear sky,Snack,scooter,27,4.4,19.86,47.0,0.0,28.2,59.15
Very High,AB86,scattered clouds,Buffet,scooter,39,4.1,26.4,88.0,0.0,13.68,6.428.333.333
Very High,9DD8,overcast clouds,Meal,motorcycle,25,4.6,21.19,64.0,0.0,22.48,5.786.666.667
Very High,8C7,few clouds,Drinks,scooter,22,4.7,18.91,65.0,0.0,23.13,6.181.666.667
Very High,552F,clear sky,Buffet,motorcycle,26,5.0,19.02,64.0,0.0,25.79,6.766.666.667
Very High,B672,clear sky,Buffet,motorcycle,27,4.9,17.22,53.0,0.0,26.83,5.278.333.333
Very High,D01E,clear sky,Meal,scooter,22,4.5,21.51,52.0,0.0,19.89,4.743.333.333
Very High,7B81,mist,Snack,electric_scooter,35,4.9,24.04,78.0,0.0,19.61,53.65
Very High,2FF5,scattered clouds,Meal,motorcycle,33,5.0,26.35,88.0,0.0,14.2,5.108.333.333
Very High,B509,clear sky,Drinks,scooter,31,4.1,22.88,43.0,0.0,24.21,5.533.333.333
Very High,43F7,mist,Snack,scooter,24,4.9,25.18,73.0,0.0,24.46,5.908.333.333
Very High,FC6,clear sky,Drinks,scooter,22,4.5,17.84,68.0,0.0,23.34,60.95
Very High,85D3,mist,Meal,motorcycle,21,4.9,19.64,92.0,0.0,13.54,5.308.333.333
Very High,A17A,broken clouds,Drinks,scooter,20,4.3,21.16,65.0,0.0,20.65,6.388.333.333
Very High,1B5D,fog,Drinks,scooter,29,4.6,19.07,93.0,0.0,24.07,66
Very High,B025,clear sky,Drinks,electric_scooter,38,4.4,22.83,43.0,0.0,24.11,5.733.333.333
Very High,B8C5,fog,Snack,motorcycle,21,4.6,19.07,93.0,0.0,20.92,58.25
Very High,BED8,mist,Meal,motorcycle,36,4.6,19.77,91.0,0.0,13.98,5.113.333.333
Very High,55CA,smoke,Snack,scooter,37,4.9,27.05,44.0,0.0,49.15,6.128.333.333
Very High,26DC,mist,Drinks,scooter,25,5.0,19.18,93.0,0.0,29.56,7.803.333.333
Very High,DE36,clear sky,Drinks,motorcycle,22,4.7,21.74,56.0,0.0,19.1,55.65
Very High,6F5F,clear sky,Snack,motorcycle,36,4.8,19.12,65.0,0.0,17.85,6.791.666.667
Very High,67D5,smoke,Buffet,motorcycle,39,4.6,26.84,44.0,0.0,22.46,5.551.666.667
Very High,B6DD,scattered clouds,Meal,motorcycle,25,4.7,26.48,87.0,0.0,20.55,7.278.333.333
Very High,B8BA,mist,Drinks,motorcycle,38,4.0,19.91,93.0,0.0,26.78,81.45
Very High,4742,broken clouds,Buffet,motorcycle,27,4.5,26.4,88.0,0.0,25.66,9.293.333.333
Very High,4C59,clear sky,Snack,motorcycle,25,2.7,19.95,46.0,0.0,20.0,5.386.666.667
Very High,9759,mist,Drinks,scooter,37,4.5,25.17,73.0,0.0,24.97,6.296.666.667
Very High,3.70E+05,broken clouds,Drinks,motorcycle,20,4.9,21.02,65.0,0.0,33.29,7.146.666.667
Very High,9EB9,mist,Meal,scooter,33,4.9,26.49,87.0,0.0,19.09,6.611.666.667
Very High,8B11,scattered clouds,Meal,motorcycle,39,4.9,26.45,87.0,0.0,17.27,6.178.333.333
Very High,780D,clear sky,Buffet,electric_scooter,24,4.6,17.42,69.0,0.0,22.87,52.6
Very High,B31B,haze,Buffet,motorcycle,28,4.5,20.01,68.0,0.0,20.19,5.226.666.667
Very High,62F2,broken clouds,Snack,scooter,31,3.5,18.59,69.0,0.0,29.02,5.523.333.333
Very High,5A5E,clear sky,Snack,motorcycle,35,4.1,17.85,68.0,0.0,17.05,5.146.666.667
Very High,9DEF,scattered clouds,Buffet,scooter,29,5.0,26.44,87.0,0.0,20.49,7.643.333.333
Very High,3654,mist,Meal,motorcycle,34,4.1,19.54,93.0,0.0,22.33,61.45
Very High,EFA,mist,Buffet,motorcycle,27,4.8,19.89,93.0,0.0,22.32,6.423.333.333
Very High,D250,clear sky,Buffet,scooter,31,4.9,9.18,82.0,0.0,59.31,1.575.333.333
Very High,A87A,clear sky,Drinks,scooter,20,4.7,19.88,47.0,0.0,24.22,6.383.333.333
Very High,9358,mist,Meal,motorcycle,39,4.9,25.27,73.0,0.0,31.98,5.293.333.333
Very High,D201,haze,Drinks,motorcycle,27,4.5,22.97,83.0,0.0,24.84,6.538.333.333
Very High,B48E,clear sky,Drinks,scooter,36,3.7,17.79,68.0,0.0,22.97,6.053.333.333
Very High,44AA,clear sky,Snack,scooter,36,4.8,17.22,53.0,0.0,26.3,5.453.333.333
Very High,6386,mist,Meal,scooter,32,4.6,19.64,92.0,0.0,17.98,5.211.666.667
Very High,4374,fog,Drinks,motorcycle,33,4.8,19.23,93.0,0.0,20.46,61.65
Very High,928A,broken clouds,Meal,motorcycle,38,4.6,18.28,82.0,0.0,22.79,5.066.666.667
Very High,AA9,smoke,Meal,motorcycle,29,4.6,25.96,44.0,0.0,24.34,7.268.333.333
Very High,B0F4,mist,Snack,motorcycle,39,3.6,25.18,73.0,0.0,22.23,61
Very High,67D8,clear sky,Snack,motorcycle,31,4.6,18.99,64.0,0.0,21.95,6.051.666.667
Very High,D868,clear sky,Buffet,electric_scooter,27,4.8,10.93,79.0,0.0,31.77,8.631.666.667
Very High,6F46,broken clouds,Drinks,scooter,31,4.6,21.27,66.0,0.0,24.76,61.95
Very High,109E,smoke,Drinks,motorcycle,26,4.6,27.0,44.0,0.0,16.16,6.096.666.667
Very High,70CF,mist,Snack,motorcycle,38,3.8,25.1,73.0,0.0,26.45,6.213.333.333
Very High,4A5C,clear sky,Snack,scooter,32,4.4,22.79,43.0,0.0,28.79,6.303.333.333
Very High,9528,clear sky,Meal,scooter,36,4.2,17.84,68.0,0.0,22.24,4.783.333.333
Very High,474A,clear sky,Meal,motorcycle,21,4.9,26.86,48.0,0.0,36.62,8.056.666.667
Very High,7E9B,fog,Meal,motorcycle,22,4.4,19.07,93.0,0.0,21.82,5.433.333.333
Very High,417,mist,Snack,motorcycle,29,4.6,25.11,73.0,0.0,23.71,6.038.333.333
Very High,C798,clear sky,Snack,scooter,20,4.8,7.42,79.0,0.0,34.36,9.511.666.667
Very High,BB79,smoke,Buffet,motorcycle,39,4.3,24.09,44.0,0.0,18.92,6.326.666.667
Very High,33FE,broken clouds,Meal,scooter,25,4.7,21.1,65.0,0.0,28.13,6.841.666.667
Very High,5A61,mist,Snack,scooter,36,4.6,19.59,92.0,0.0,17.9,57.85
Very High,BC8E,mist,Drinks,motorcycle,21,4.9,19.5,93.0,0.0,36.42,91.15
Very High,4680,clear sky,Meal,motorcycle,33,4.8,19.9,46.0,0.0,20.18,50.45
Very High,9177,fog,Meal,motorcycle,36,4.8,19.19,93.0,0.0,21.79,51.4
Very High,522D,mist,Buffet,motorcycle,27,4.8,26.47,88.0,0.0,16.28,6.356.666.667
Very High,74A1,clear sky,Drinks,motorcycle,33,4.8,17.85,68.0,0.0,17.05,5.648.333.333
Very High,D605,clear sky,Drinks,scooter,39,3.5,18.64,57.0,0.0,43.58,6.298.333.333
Very High,98F9,clear sky,Buffet,scooter,21,5.0,19.47,65.0,0.0,30.28,5.843.333.333
Very High,32A7,mist,Buffet,motorcycle,36,4.0,19.64,92.0,0.0,17.8,5.941.666.667
Very High,CCB8,clear sky,Buffet,motorcycle,38,4.8,7.42,79.0,0.0,31.06,8.056.666.667
Very High,BAAA,mist,Snack,motorcycle,31,4.4,19.91,93.0,0.0,26.78,7.591.666.667
Very High,C6B1,mist,Snack,motorcycle,39,3.8,16.83,82.0,0.0,29.95,8.078.333.333
Very High,2C15,scattered clouds,Drinks,scooter,32,4.9,26.36,88.0,0.0,30.83,8.053.333.333
Very High,18D5,clear sky,Meal,motorcycle,29,4.6,22.76,43.0,0.0,26.04,4.733.333.333
Very High,499C,clear sky,Snack,motorcycle,23,4.5,19.05,65.0,0.0,29.83,7.623.333.333
Very High,5.10E+03,clear sky,Meal,motorcycle,31,4.7,19.72,46.0,0.0,27.62,59.95
Very High,9.00E+36,mist,Snack,motorcycle,21,4.8,25.14,73.0,0.0,26.2,6.366.666.667
Very High,B4E6,clear sky,Drinks,motorcycle,36,5.0,22.88,43.0,0.0,22.71,5.516.666.667
Very High,5B07,clear sky,Buffet,motorcycle,32,4.5,27.04,48.0,0.0,25.68,6.326.666.667
Very High,365A,mist,Meal,motorcycle,30,4.8,25.27,73.0,0.0,32.94,55.55
Very High,660D,clear sky,Meal,scooter,21,4.7,19.89,47.0,0.0,25.22,6.596.666.667
Very High,7647,haze,Snack,motorcycle,33,3.9,17.15,72.0,0.0,23.47,5.238.333.333
Very High,C6D8,clear sky,Buffet,motorcycle,31,4.8,21.3,53.0,0.0,23.11,5.086.666.667
Very High,DDF7,mist,Snack,motorcycle,25,4.6,24.01,88.0,0.0,17.48,5.338.333.333
Very High,BACD,broken clouds,Buffet,motorcycle,35,4.9,21.01,66.0,0.0,32.68,6.373.333.333
Very High,1476,overcast clouds,Snack,scooter,33,4.7,21.27,64.0,0.0,20.07,59.6
Very High,2218,clear sky,Buffet,scooter,31,4.6,26.89,47.0,0.0,33.8,7.831.666.667
Very High,6428,clear sky,Buffet,motorcycle,33,4.8,18.97,65.0,0.0,17.97,4.903.333.333
Very High,7897,mist,Drinks,motorcycle,30,4.8,19.64,93.0,0.0,16.69,6.683.333.333
Very High,4A3A,mist,Buffet,scooter,28,4.7,25.15,73.0,0.0,24.89,57.05
Very High,74EE,mist,Drinks,motorcycle,33,4.6,25.1,73.0,0.0,26.45,67.15
Very High,CF90,clear sky,Meal,motorcycle,30,4.3,18.45,58.0,0.0,31.39,5.911.666.667
Very High,3DD3,mist,Drinks,motorcycle,32,3.9,25.15,73.0,0.0,24.96,6.503.333.333
Very High,E059,clear sky,Snack,motorcycle,39,4.6,20.03,56.0,0.0,30.72,7.533.333.333
Very High,A787,clear sky,Drinks,motorcycle,27,4.7,19.9,46.0,0.0,22.01,5.906.666.667
Very High,A672,smoke,Buffet,scooter,20,4.3,26.69,44.0,0.0,20.12,6.603.333.333
Very High,284B,clear sky,Drinks,scooter,27,4.7,19.9,46.0,0.0,20.18,6.048.333.333
Very High,53A0,smoke,Snack,scooter,26,4.9,26.52,44.0,0.0,19.04,61.85
Very High,88BD,clear sky,Meal,motorcycle,31,4.7,19.81,47.0,0.0,31.09,6.763.333.333
Very High,9163,clear sky,Drinks,motorcycle,37,3.9,27.04,48.0,0.0,23.41,6.466.666.667
Very High,BAE1,clear sky,Snack,scooter,28,4.5,19.97,47.0,0.0,25.14,6.673.333.333
Very High,B799,smoke,Snack,scooter,24,5.0,26.69,44.0,0.0,20.12,6.803.333.333
Very High,5C78,mist,Buffet,scooter,32,3.7,19.89,93.0,0.0,22.32,6.173.333.333
Very High,9.00E+51,smoke,Drinks,motorcycle,20,4.5,26.71,44.0,0.0,20.7,6.711.666.667
Very High,A47C,smoke,Buffet,scooter,33,3.8,26.21,44.0,0.0,32.73,94.6
Very High,508D,clear sky,Snack,motorcycle,24,5.0,22.83,43.0,0.0,24.01,5.258.333.333
Very High,C3DE,clear sky,Snack,motorcycle,26,4.9,21.86,55.0,0.0,20.18,54.9
Very High,9ADD,mist,Drinks,motorcycle,22,4.6,19.55,92.0,0.0,18.77,6.121.666.667
Very High,1B44,overcast clouds,Drinks,scooter,36,4.7,21.13,64.0,0.0,26.16,61.45
